published,channel,title,btc_change_15m,btc_change_1h,actual_15m,actual_1h,sentiment,confidence,news_type,model_score,model_score_1h,pred_15m,pred_1h,confidence_model,result_15m,result_1h
2026-04-26 19:01:18+00:00,porter_news,JUST IN:  President Trump says he believes the Iran war will end very soon and the U.S. will be victorious.,0.29521446060026657,-0.025870889688891927,0,0,positive,0.6483,partnership,0.3858,0.4415,0,1,0.052,✔️ TN,❌ FP
2026-04-26 12:31:44+00:00,porter_news,JUST IN:  Acting Attorney General says shooter was targeting President Trump and administration officials.,-0.18114845349187975,-0.07337512761448348,0,0,negative,0.6275,defi,0.3939,0.4282,1,1,0.0804,❌ FP,❌ FP
2026-04-25 16:02:25+00:00,porter_news,JUST IN:  Iran’s top military command says US forces will face a response if they continue their “blockade and piracy” in the region.,0.050101113037954025,-0.02808659611772604,0,0,negative,0.8923,partnership,0.3947,0.4222,1,1,0.0661,❌ FP,❌ FP
2026-04-25 02:15:00+00:00,unusual_whales_TG1,"Intel, $INTC, closed above it's dot com price today.",0.11668790512065672,0.052837129451742446,0,0,positive,0.8829,etf,0.3373,0.3786,0,0,0.0393,✔️ TN,✔️ TN
2026-04-25 02:14:46+00:00,unusual_whales_TG1,INTC was up 20% return after yesterday afternoon's earnings print.,0.11668790512065672,0.052837129451742446,0,0,positive,0.9542,macro_economic,0.3449,0.3885,0,0,0.0476,✔️ TN,✔️ TN
2026-04-25 02:13:01+00:00,unusual_whales_TG1,Governor Janet Mills of Maine vetoed legislation that would have blocked new data centers in the state until November 2027. It would have been the first state moratorium on data centers as the A.I. in,0.10993201236964031,0.04282512763397605,0,0,negative,0.9289,institutional,0.3223,0.3561,0,0,0.0284,✔️ TN,✔️ TN
2026-04-25 02:12:40+00:00,unusual_whales_TG1,BREAKING: S&P500 closed at all time highs.,0.016400317184448076,-0.06813925969251584,0,0,negative,0.631,macro_economic,0.3295,0.3624,0,0,0.0319,✔️ TN,✔️ TN
2026-04-25 02:11:01+00:00,unusual_whales_TG1,"BREAKING: A Syrian billionaire needed U.S. sanctions lifted so he could cash in on $12 billion in reconstruction contracts, per NYT.",0.03520818190721179,-0.012397610173785491,0,0,positive,0.618,institutional,0.3399,0.3898,0,0,0.0458,✔️ TN,✔️ TN
2026-04-24 20:52:14+00:00,porter_news,"JUST IN:  Telegram Founder Pavel Durov accuses French tax officials of selling crypto owners' data, leading to 41 kidnappings this year.",0.057948618891249755,-0.09261477045907959,0,0,negative,0.8826,partnership,0.4232,0.4335,1,1,0.0889,❌ FP,❌ FP
2026-04-24 18:40:17+00:00,unusual_whales_TG1,NEWS: Trump administration says it's bringing back firing squads for federal executions,0.09202548953844909,0.14448801630504216,0,0,negative,0.5876,market_analysis,0.3508,0.3867,0,0,0.0501,✔️ TN,✔️ TN
2026-04-24 18:11:54+00:00,unusual_whales_TG1,"Pakistan is looking to buy LNG from the expensive spot market for the first time in over two years as the government rushes to ease an energy shortfall triggered by the conflict in the Middle East, pe",-0.17592747975643422,-0.07930903516399022,0,0,positive,0.9187,regulatory,0.3935,0.4283,1,1,0.0688,❌ FP,❌ FP
2026-04-24 18:00:33+00:00,unusual_whales_TG1,"The market seems stagnant, but the guys trading with me privately are still pulling profits",-0.2928467355573298,0.10022982158499594,0,0,negative,0.4664,market_analysis,0.3634,0.3904,0,0,0.0545,✔️ TN,✔️ TN
2026-04-24 17:51:08+00:00,unusual_whales_TG1,"""Trump’s DOJ has cut thousands of law-enforcement jobs while vowing to get tough on crime,"" per WSJ",-0.06951451812190429,-0.12252883031301108,0,0,negative,0.9609,etf,0.376,0.4123,0,1,0.0463,✔️ TN,❌ FP
2026-04-24 17:50:54+00:00,unusual_whales_TG1,"Desire to move to US drops to an all time low, per the Hill",-0.03671921299343795,-0.11653071416679865,0,0,negative,0.9424,market_analysis,0.3437,0.3813,0,0,0.0414,✔️ TN,✔️ TN
2026-04-24 17:50:34+00:00,unusual_whales_TG1,Germany says it plans to build Europe’s most powerful military by 2039.,-0.03671921299343795,-0.11653071416679865,0,0,positive,0.6178,partnership,0.3605,0.3955,0,0,0.0528,✔️ TN,✔️ TN
2026-04-24 17:02:52+00:00,unusual_whales_TG1,"I was scared at first because I’ve been scammed before. But this time, everything was different. From consistent updates to smooth withdrawal, I have finally received my profits successfully. Thank yo",-0.08784040893016888,-0.046751275365271516,0,0,positive,0.5563,etf,0.3665,0.4024,0,1,0.0652,✔️ TN,❌ FP
2026-04-24 16:26:08+00:00,unusual_whales_TG1,"BREAKING: The Justice Department dropped its criminal investigation into Jerome Powell, the chair of the Federal Reserve, per NYT",-0.17406121399177704,-0.08514660493827983,0,0,negative,0.9374,etf,0.3917,0.4337,1,1,0.0535,❌ FP,❌ FP
2026-04-24 16:25:45+00:00,unusual_whales_TG1,"Google, $GOOGL, has announced a $10 billion investment in Anthropic",-0.18265794193465157,-0.13679404821742772,0,0,positive,0.6687,partnership,0.3723,0.4195,0,1,0.0672,✔️ TN,❌ FP
2026-04-24 15:57:34+00:00,unusual_whales_TG1,The U.S. has burned through so many munitions in Iran that some administration officials increasingly assess that America couldn’t fully execute contingency plans to defend Taiwan from a Chinese invas,-0.20428140089731361,-0.3560765003220868,0,0,negative,0.9526,defi,0.3409,0.3824,0,0,0.0472,✔️ TN,✔️ TN
2026-04-24 14:35:38+00:00,unusual_whales_TG1,"Pentagon is considering trying to suspend Spain from NATO, per reporting by Reuters",0.11382342037580404,-0.13425359431734052,0,0,negative,0.6744,market_analysis,0.377,0.419,0,1,0.0581,✔️ TN,❌ FP
2026-04-24 14:27:55+00:00,unusual_whales_TG1,"Iran added more mines to the Strait this week, per Axios",0.3217971031571074,0.1464386513647138,1,0,positive,0.4864,defi,0.3933,0.431,1,1,0.0617,✅ TP,❌ FP
2026-04-24 14:03:31+00:00,unusual_whales_TG1,"Stock markets are too high and set to fall, says Bank of England deputy",0.08028455702027493,-0.061516405059336955,0,0,negative,0.9643,macro_economic,0.3752,0.4194,0,1,0.0584,✔️ TN,❌ FP
2026-04-24 13:25:00+00:00,unusual_whales_TG1,"OpenAI executive sends internal memo, per the Verge: ‘The market is as competitive as I have ever seen it’",0.02623795317367929,-0.5417651442345954,0,1,positive,0.5265,partnership,0.3541,0.3846,0,0,0.0518,✔️ TN,⚠️ FN
2026-04-24 12:59:20+00:00,unusual_whales_TG1,"43% of young US grads are underemployed, per Bloomberg.",-0.014970056059217517,-0.518681175071549,0,1,negative,0.935,regulatory,0.356,0.4006,0,1,0.0559,✔️ TN,✅ TP
2026-04-24 12:41:21+00:00,unusual_whales_TG1,"80% of unemployed Americans are struggling to find the motivation to continue their job search, per NYP.",-0.2042892568275665,-0.17734790848781717,0,0,negative,0.9515,macro_economic,0.3507,0.387,0,0,0.0502,✔️ TN,✔️ TN
2026-04-24 12:10:15+00:00,unusual_whales_TG1,"29% of buy now, pay later have said they’ve used it for groceries, up from 14% two years ago, according to LendingTree",0.035707875087589165,0.17171719107418548,0,0,positive,0.9436,institutional,0.3524,0.3933,0,0,0.0534,✔️ TN,✔️ TN
2026-04-24 11:23:07+00:00,unusual_whales_TG1,"""The costs of home maintenance and upgrades on America’s aging housing stock are vast and rising fast,"" per WSJ",0.03225356309865915,0.11246577212013605,0,0,negative,0.5383,market_analysis,0.3395,0.388,0,0,0.0468,✔️ TN,✔️ TN
2026-04-24 03:52:54+00:00,unusual_whales_TG1,"Trump: ""They came to us and they said, 'We will agree to open the Strait.' And all my people were happy, except me. I said, 'Wait a minute, if we open the Strait, that means they're gonna make $500 mi",-0.017973738271236658,-0.04952105841515204,0,0,positive,0.6088,etf,0.3479,0.3948,0,0,0.05,✔️ TN,✔️ TN
2026-04-24 03:43:37+00:00,unusual_whales_TG1,BREAKING: Trump has said: The whole world has become somewhat of a casino,0.12011139475398006,0.01105035135094634,0,0,negative,0.815,macro_economic,0.3783,0.4111,0,1,0.0546,✔️ TN,❌ FP
2026-04-24 03:43:12+00:00,unusual_whales_TG1,"BREAKING: DOJ, in collaboration with the SDNY and Polymarket, arrest US soldier for $400,000 winning bets on Maduro capture.",0.12011139475398006,0.01105035135094634,0,0,negative,0.9056,market_analysis,0.3326,0.3738,0,0,0.0363,✔️ TN,✔️ TN
2026-04-24 03:42:57+00:00,unusual_whales_TG1,"BREAKING: A US special forces solider involved in the capture of Venezuelan President Nicolas Maduro was arrested for allegedly betting on that operation, netting him $400,000 in profits, per CNN",0.10338198691215833,-0.022819242751414955,0,0,negative,0.7976,market_analysis,0.3379,0.3895,0,0,0.0451,✔️ TN,✔️ TN
2026-04-24 03:42:44+00:00,unusual_whales_TG1,"JUST IN: Nike, $NKE, has announced new layoffs of 1,400 roles, or 2% of company's total.",0.10338198691215833,-0.022819242751414955,0,0,negative,0.965,macro_economic,0.3322,0.3699,0,0,0.0377,✔️ TN,✔️ TN
2026-04-23 22:24:23+00:00,unusual_whales_TG1,Kamala Harris's chances to win the Democratic presidential nomination have hit an all time high on Polymarket:,0.101467010810015,-0.03257692427770568,0,0,positive,0.8903,defi,0.3921,0.425,1,1,0.0619,❌ FP,❌ FP
2026-04-23 22:23:48+00:00,unusual_whales_TG1,"East Villagers in NYC sue Mamdani to stop relocation of notorious Bellevue men's homeless shelter into their neighborhood, per NYP",0.06782824670505257,-0.0851561641796478,0,0,negative,0.7955,etf,0.3498,0.3779,0,0,0.0466,✔️ TN,✔️ TN
2026-04-23 19:36:03+00:00,unusual_whales_TG1,"BREAKING: Meta plans to cut 10% of workers, or roughly 8,000 employees, per Bloomberg",0.06182626767325946,0.1615896271834901,0,0,negative,0.9692,macro_economic,0.4133,0.4689,1,1,0.0685,❌ FP,❌ FP
2026-04-23 19:35:53+00:00,unusual_whales_TG1,"White House accuses China of ‘industrial scale’ theft of AI technology, per FT",0.005723948253464715,0.11973985234015722,0,0,negative,0.8325,partnership,0.3561,0.4126,0,1,0.0434,✔️ TN,❌ FP
2026-04-23 17:53:13+00:00,unusual_whales_TG1,"BREAKING: Israel continues to violate the ceasefire in Lebanon, per Iran.",0.38393711558648147,0.2855257072281847,1,0,negative,0.8527,market_analysis,0.3992,0.459,1,1,0.0679,✅ TP,❌ FP
2026-04-23 17:53:02+00:00,unusual_whales_TG1,"Trump's approval rating on economy and overall falls to lowest of his two terms, CNBC survey shows",0.38393711558648147,0.2855257072281847,1,0,negative,0.9721,market_analysis,0.3829,0.4173,0,1,0.0562,⚠️ FN,❌ FP
2026-04-23 17:19:45+00:00,porter_news,"JUST IN:  JPMorgan says DeFi exploits and flat growth continue to deter institutional adoption, citing persistent hacks and stagnant inflows.",0.08788074513281169,0.4305099570895,0,0,negative,0.9712,macro_economic,0.401,0.4642,1,1,0.0902,❌ FP,❌ FP
2026-04-23 15:24:08+00:00,unusual_whales_TG1,"Number of immigrants in EU reaches record high of 64.2 million in 2025, per Reuters",0.05128069949572432,-0.11692559790660517,0,0,positive,0.6481,institutional,0.3714,0.4052,0,1,0.0594,✔️ TN,❌ FP
2026-04-23 15:23:58+00:00,unusual_whales_TG1,Shell: Every oil refinery in Europe is maximizing jet fuel,-0.030353613874530342,-0.2390617538865308,0,0,positive,0.6133,partnership,0.3754,0.4121,0,1,0.0517,✔️ TN,❌ FP
2026-04-23 15:23:46+00:00,unusual_whales_TG1,Trump: Iran is having a very hard time figuring out who their leader is.,-0.030353613874530342,-0.2390617538865308,0,0,negative,0.6216,market_analysis,0.3736,0.4052,0,1,0.0663,✔️ TN,❌ FP
2026-04-23 14:36:04+00:00,porter_news,JUST IN:  US accuses China of stealing AI technology.,0.05690134709706359,0.6323155782573707,0,1,negative,0.8332,macro_economic,0.4103,0.4888,1,1,0.0948,❌ FP,✅ TP
2026-04-23 13:17:39+00:00,unusual_whales_TG1,"Women now hold more payroll jobs than men in the US, per FOX.",-0.02411596066934308,-0.1632465029924676,0,0,negative,0.7192,institutional,0.3537,0.3917,0,0,0.0536,✔️ TN,✔️ TN
2026-04-23 12:43:17+00:00,unusual_whales_TG1,"Raising a child to age 18 now costs more than $303,000, an increase of 27.8% since 2023, per FOX.",0.13636043906414558,-0.2870204639675662,0,0,positive,0.9193,institutional,0.3465,0.3962,0,0,0.0527,✔️ TN,✔️ TN
2026-04-23 12:17:26+00:00,unusual_whales_TG1,Ken Griffin of Citadel has said: Change coming from AI leave everybody anxious. It's a very stressful period for the American worker.,0.08592577068979922,-0.0751641310947914,0,0,negative,0.854,macro_economic,0.3463,0.3949,0,0,0.0531,✔️ TN,✔️ TN
2026-04-23 11:37:47+00:00,unusual_whales_TG1,"More Americans say rising prices have hurt their finances than even during the peak of the 2008 financial crisis, per Bloomberg.",0.18521983403249098,0.34166439776456,0,0,negative,0.9653,macro_economic,0.3593,0.3997,0,0,0.0589,✔️ TN,✔️ TN
2026-04-23 11:22:12+00:00,unusual_whales_TG1,"Saudi Arabia's Aramco CEO Amin Nasser says that the disruption of the Strait of Hormuz promises to have drastic domino effects on aviation, agriculture, automotive and other industries, per YF",0.02930000103261418,0.2605118594013013,0,0,negative,0.7969,etf,0.3479,0.3838,0,0,0.0441,✔️ TN,✔️ TN
2026-04-23 11:01:15+00:00,unusual_whales_TG1,"Military advisers reportedly intentionally excluded Trump from the command room during the recent high-stakes extraction of a downed American airman in Iran, fearing his erratic temper would jeopardiz",-0.02090681873504362,0.4413159544595509,0,0,negative,0.8595,etf,0.3535,0.3841,0,0,0.0481,✔️ TN,✔️ TN
2026-04-23 02:34:24+00:00,unusual_whales_TG1,"Argentina’s economy contracted sharply in February, posting its biggest monthly decline since 2023, as retail and manufacturing continue to struggle.",-0.1694039657564454,-0.5173705993877487,0,1,negative,0.9754,macro_economic,0.3374,0.3797,0,0,0.0442,✔️ TN,⚠️ FN
2026-04-23 02:34:13+00:00,unusual_whales_TG1,"US Trade Representative Jamieson Greer said the US might have to take action against Canada over its rejection of American wine and spirits, per Bloomberg.",-0.1694039657564454,-0.5173705993877487,0,1,negative,0.8592,partnership,0.3534,0.3993,0,0,0.055,✔️ TN,⚠️ FN
2026-04-23 02:06:32+00:00,unusual_whales_TG1,"India, the world’s top importer of urea, has agreed to buy the nitrogen-based fertilizer at sharply higher prices than in a previous tender, per Bloomberg",-0.10061312521292107,-0.4516022234337545,0,0,positive,0.929,defi,0.3449,0.3885,0,0,0.0459,✔️ TN,✔️ TN
2026-04-23 00:56:14+00:00,unusual_whales_TG1,BREAKING: Traders placed a series of bets worth $430 million on a drop in crude prices just 15 minutes before U.S. President Donald Trump said he would extend a ceasefire with Iran.,-0.183257997335888,-0.09416096167142778,0,0,negative,0.9218,market_analysis,0.3798,0.4047,0,1,0.0633,✔️ TN,❌ FP
2026-04-22 23:48:11+00:00,unusual_whales_TG1,BREAKING: US House Oversight Committee Chair James Comer says some panel members are open to US President Donald Trump pardoning Ghislaine Maxwell to secure her cooperation in the Epstein investigatio,0.09754336367844298,0.12343994497199456,0,0,positive,0.769,etf,0.3435,0.393,0,0,0.0499,✔️ TN,✔️ TN
2026-04-22 23:34:42+00:00,unusual_whales_TG1,"""Chief Justice John Roberts mischaracterized more than twenty million dollars in household income from law firms appearing before the Supreme Court. He concealed his wife’s equity stake in her employe",-6.386670763023268e-05,0.15344615174345266,0,0,negative,0.6997,etf,0.3535,0.3901,0,0,0.0424,✔️ TN,✔️ TN
2026-04-22 22:32:03+00:00,unusual_whales_TG1,"Nearly half of the US data centers planned for 2026 are facing delays or cancellations, per Reuters",-0.10882075832039056,-0.34631152759033385,0,0,negative,0.9402,partnership,0.3767,0.3986,0,0,0.0697,✔️ TN,✔️ TN
2026-04-22 22:06:51+00:00,unusual_whales_TG1,"At least 10 individuals connected to sensitive US nuclear and aerospace research have died or disappeared in recent years, per CNN",-0.1761032732967431,-0.365675806467178,0,0,negative,0.5959,etf,0.3464,0.3914,0,0,0.0487,✔️ TN,✔️ TN
2026-04-22 21:31:24+00:00,unusual_whales_TG1,"Hormuz disruption raises risk of global food shock, per FT",0.1651239879369283,-0.13515577052203429,0,0,negative,0.6165,institutional,0.3752,0.4134,0,1,0.0564,✔️ TN,❌ FP
2026-04-22 20:32:38+00:00,unusual_whales_TG1,"China's youth jobless rate rises to 16.9% in March, per Reuters",-0.09017084352184,0.10278330730871882,0,0,positive,0.5715,macro_economic,0.3486,0.385,0,0,0.0507,✔️ TN,✔️ TN
2026-04-22 19:35:39+00:00,unusual_whales_TG1,"California's attorney general alleges that Amazon uses its market power to pressure vendors like Levi Strauss and retailers like Walmart to raise prices on their websites, per AP",0.06459005432468987,-0.30717400172257586,0,0,negative,0.5199,partnership,0.3664,0.3998,0,0,0.0553,✔️ TN,✔️ TN
2026-04-22 19:30:52+00:00,unusual_whales_TG1,"Trump's decision to suspend a controversial maritime law during the Iran war has made it easier to ship oil across the US, and now he wants to keep it that way, per Axios.",-0.2971592291061764,-0.596076572320029,0,1,positive,0.4871,defi,0.3908,0.426,1,1,0.0686,❌ FP,✅ TP
2026-04-22 19:30:45+00:00,unusual_whales_TG1,"Japan unveiled its biggest overhaul of defense export rules in decades, scrapping restrictions on overseas arms sales and opening the way for exports of warships, missiles and other weapons, per Reute",-0.2971592291061764,-0.596076572320029,0,1,positive,0.8884,defi,0.3518,0.3909,0,0,0.057,✔️ TN,⚠️ FN
2026-04-22 19:04:59+00:00,porter_news,JUST IN:  US Admiral Paparo says the United States is running a Bitcoin node.,0.15918841063706432,0.07390981125147136,0,0,negative,0.8758,institutional,0.4461,0.5345,1,1,0.0914,❌ FP,❌ FP
2026-04-22 18:11:36+00:00,unusual_whales_TG1,"Illinois Governor JB Pritzker has signed an executive order prohibiting state employees from using non-public, confidential information to bet on prediction markets",-0.04165983943361958,-0.22457059342099436,0,0,negative,0.7868,exchange,0.3588,0.3918,0,0,0.0522,✔️ TN,✔️ TN
2026-04-22 17:16:37+00:00,unusual_whales_TG1,Justin Sun has filed a lawsuit against World Liberty Financial in California federal court.,0.06121354035900695,0.16367168583867475,0,0,negative,0.6889,etf,0.3483,0.3904,0,0,0.0448,✔️ TN,✔️ TN
2026-04-22 16:58:54+00:00,unusual_whales_TG1,"""Devin Nunes is out as CEO of Trump Media, which took in just $3.7 million in revenue last year and lost $712 million even as its stock price has fallen by more than 80%,"" per NYT",0.3005450983375326,0.19863204103343968,1,0,negative,0.9654,regulatory,0.3733,0.409,0,1,0.069,⚠️ FN,❌ FP
2026-04-22 16:32:30+00:00,unusual_whales_TG1,"BREAKING: The Trump admin is reportedly offering a loan to Spirit Airlines for a stake in its business to prevent bankruptcy, per WSJ.",-0.26947175231083864,-0.13624250735843815,0,0,positive,0.5565,etf,0.3757,0.4266,0,1,0.0607,✔️ TN,❌ FP
2026-04-22 16:32:17+00:00,unusual_whales_TG1,"BREAKING: World's biggest condom maker to raise prices due to Iran war, per BBC",-0.26947175231083864,-0.13624250735843815,0,0,negative,0.5291,institutional,0.3833,0.4176,0,1,0.0699,✔️ TN,❌ FP
2026-04-22 16:32:05+00:00,unusual_whales_TG1,"There will be a prolonged energy crisis due to the Iran war, per EU Energy Commission.",-0.26947175231083864,-0.13624250735843815,0,0,negative,0.8042,market_analysis,0.4003,0.4227,1,1,0.0681,❌ FP,❌ FP
2026-04-22 16:31:40+00:00,unusual_whales_TG1,"Iran has said the US blockade in Iran is an act of war, and requires a military response,  per Reuters",-0.18797713827160867,-0.10857889815407067,0,0,negative,0.58,defi,0.3812,0.4192,0,1,0.0703,✔️ TN,❌ FP
2026-04-22 16:31:29+00:00,unusual_whales_TG1,"BREAKING: Investors are dumping US stocks for international markets, per Bank of America.",-0.18797713827160867,-0.10857889815407067,0,0,negative,0.9232,institutional,0.3917,0.4217,1,1,0.0786,❌ FP,❌ FP
2026-04-22 16:31:13+00:00,unusual_whales_TG1,"EU considering countries to hold emergency fuel reserves due to Iran war, per Bloomberg.",-0.18797713827160867,-0.10857889815407067,0,0,negative,0.6437,macro_economic,0.3661,0.4028,0,1,0.0605,✔️ TN,❌ FP
2026-04-22 13:37:58+00:00,unusual_whales_TG1,"Nvidia, $NVDA, and Google, $GOOGL, announce a collaboration to advance agentic and physical AI, per Bloomberg.",0.4239007592720565,0.4889524371615629,1,0,positive,0.5626,partnership,0.4034,0.4412,1,1,0.085,✅ TP,❌ FP
2026-04-22 12:40:40+00:00,unusual_whales_TG1,"54% of US consumers say their financial situation is worse than a year before, per Bloomberg.",0.01760235700288684,0.4324146189811821,0,0,negative,0.9708,macro_economic,0.3725,0.4121,0,1,0.0675,✔️ TN,❌ FP
2026-04-22 12:19:06+00:00,unusual_whales_TG1,"""Allies fear they are tied to an erratic U.S. and now have nowhere to turn,"" per WSJ",-0.1750147377472339,0.09632831590377994,0,0,negative,0.922,etf,0.3872,0.4439,0,1,0.0604,✔️ TN,❌ FP
2026-04-22 12:14:12+00:00,unusual_whales_TG1,"The average U.S. tax refund has risen to $3,521 so far this season, up from about $3,170 a year ago, per CNBC.",-0.34066605735977734,-0.008289022133856995,1,0,positive,0.9509,institutional,0.4,0.4226,1,1,0.066,✅ TP,❌ FP
2026-04-22 11:44:50+00:00,unusual_whales_TG1,"Home builders are pinching pennies to maintain profits in a stagnant housing market, choosing lower-end fixtures and synthetic over natural materials, per WSJ",0.03332848144934134,0.002031912787742822,0,0,negative,0.7357,defi,0.3433,0.3781,0,0,0.0438,✔️ TN,✔️ TN
2026-04-22 11:44:38+00:00,unusual_whales_TG1,"The number of Americans using buy now, pay later for groceries has more than doubled in the past two years,  per the Hill.",0.03332848144934134,0.002031912787742822,0,0,positive,0.8126,exchange,0.3559,0.3916,0,0,0.0565,✔️ TN,✔️ TN
2026-04-22 03:42:50+00:00,unusual_whales_TG1,"BREAKING: The UK will ban all smartphones from schools, per FT",0.02278437139118284,0.04142964645153093,0,0,negative,0.7245,institutional,0.3444,0.3945,0,0,0.0537,✔️ TN,✔️ TN
2026-04-22 03:42:19+00:00,unusual_whales_TG1,"BREAKING: Voters in Virginia approve congressional redistricting amendment, a win for Democrats, per BNO",0.02278437139118284,0.04142964645153093,0,0,positive,0.5307,defi,0.344,0.3918,0,0,0.0478,✔️ TN,✔️ TN
2026-04-22 03:42:14+00:00,unusual_whales_TG1,"UK unemployment rate in surprise fall to 4.9% in three months to February, per BBC",0.02278437139118284,0.04142964645153093,0,0,negative,0.9673,macro_economic,0.3742,0.4094,0,1,0.0609,✔️ TN,❌ FP
2026-04-22 03:42:00+00:00,unusual_whales_TG1,"Lufthansa cuts 20,000 flights to save fuel as prices soar, per FT",0.09251234347103832,0.1341635365926297,0,0,negative,0.9615,institutional,0.3592,0.3965,0,0,0.0561,✔️ TN,✔️ TN
2026-04-22 03:41:53+00:00,unusual_whales_TG1,"Anthropic's Mythos has been accessed by a small group of unauthorized users, per Bloomberg",0.09251234347103832,0.1341635365926297,0,0,negative,0.4993,hack,0.3803,0.4017,0,1,0.0627,✔️ TN,❌ FP
2026-04-22 03:24:26+00:00,unusual_whales_TG1,"BREAKING: SpaceX enters into a compute agreement with Cursor, gaining the right to acquire Cursor for $60 billion",-0.11159768602139848,-0.12361768409973667,0,0,positive,0.9306,partnership,0.3536,0.3984,0,0,0.0568,✔️ TN,✔️ TN
